Issue Type,Issue Key,Issue ID,Summary,Description,Epic Name,Epic Link,Status,Resolution,Priority,Assignee,Reporter,Story Points,Sprint,Components,Labels,Created,Updated,Resolved,Due Date,Comment,Comment,Comment,Comment
Story,DRG-100,10100,Test strategy and per-stage regression scope,"As the team
I want a written statement of what is asserted at each stage
So that 'covered' means something specific.

* per stage - ingestion, features, models, stress, simulation, replay, API,
  dashboard - what is asserted, what is deliberately not, and why
* the leakage rules from DRG-46, DRG-58 and DRG-69 restated as standing
  assertions rather than remembered incidents
* gaps listed as tickets rather than as prose",,DRG-17,Done,Done,Medium,neha.chauhan,sabitha.lingala,5,Sprint 39 (22 Jun - 03 Jul 2026),Quality,testing;strategy,2026-06-22 09:20:00,2026-07-03 15:40:00,2026-07-03 15:40:00,,2026-06-30 10:20:00;neha.chauhan;Turning the three leakage incidents into one standing rule with a test each: anything estimated from data is fitted on train only. That was already written in the modelling notes as a rule; it just was not enforced anywhere.,2026-07-03 15:35:00;geetha.nallamada;Which is the difference between a lesson and a control. We wrote the rule down in November and still had to remember it.,,
Story,DRG-101,10101,FastAPI service and forecast endpoint,"As another system
I want forecasts over HTTP
So that DRG is consumable without running its dashboard.

* FastAPI with OpenAPI docs
* forecast endpoint: neighbourhood, horizon, returns the series with the
  stress threshold and predicted stress flags
* health and readiness endpoints that distinguish 'running' from 'has a model'
* every response carries the model version and an as-of timestamp",,DRG-10,Done,Done,Medium,devendranath.singam,sabitha.lingala,8,Sprint 38 (08 Jun - 19 Jun 2026),API,api,2026-06-08 09:20:00,2026-06-26 15:50:00,2026-06-26 15:50:00,,"2026-06-10 10:30:00;devendranath.singam;Readiness separate from health. A container that is up but has no model loaded should not receive traffic, and conflating the two is how you serve 500s to a load balancer that thinks everything is fine.","2026-06-24 11:15:00;neha.chauhan;Reviewed the contract before the implementation was finished, which was the right order. Asked for the error shape to be specified too - a documented success response and an undocumented failure response is half a contract.",,
Story,DRG-102,10102,"Stress, scenario and explanation endpoints","* stress endpoint: current and historical stress state for a neighbourhood
* scenario endpoint: run an adoption scenario and return peak amplification,
  energy growth and stress statistics
* explanation endpoint: SHAP contributions for a specific forecast
* scenario runs are bounded and reject parameter values outside the ranges
  the simulation was validated over",,DRG-10,Done,Done,Medium,devendranath.singam,sabitha.lingala,8,Sprint 39 (22 Jun - 03 Jul 2026),API,api,2026-06-29 09:20:00,2026-07-17 15:40:00,2026-07-17 15:40:00,,"2026-07-08 10:40:00;devendranath.singam;Rejecting out-of-range scenario parameters rather than extrapolating. A 100% adoption request would return a number, and that number would be outside anything the simulation was sanity-checked against.","2026-07-15 14:20:00;neha.chauhan;Tested the boundaries. It refuses cleanly with a message naming the valid range, which is what an integrator needs rather than a stack trace.",,
Bug,DRG-103,10103,API responses omitted the model version,"Observed: the forecast endpoint returned values with no indication of which
model produced them, despite DRG-63 making the version available.

Impact: a forecast retrieved through the API could not be reproduced or
attributed later. For a system whose output feeds planning decisions, that is
the difference between an auditable number and an anecdote.

Fix: model version, artefact hash and as-of timestamp on every response from
every endpoint, and a contract test that fails if any endpoint omits them.",,DRG-10,Done,Done,High,devendranath.singam,neha.chauhan,3,Sprint 40 (06 Jul - 17 Jul 2026),API,api;traceability,2026-07-06 11:20:00,2026-07-14 14:30:00,2026-07-14 14:30:00,,2026-07-06 11:35:00;neha.chauhan;Raising it against the contract rather than the code - the OpenAPI schema promised a version field and the responses did not carry one. Those disagreeing is the actual defect.,"2026-07-09 09:50:00;devendranath.singam;Fair, and the contract test is the right fix. Doing it endpoint by endpoint would leave the next endpoint to remember.","2026-07-14 14:25:00;neha.chauhan;Contract test asserts it across every route, including ones added later. Verified.",
Story,DRG-104,10104,Scenario comparison page,"The page that carries the project's headline finding.

* scenarios side by side: peak amplification, energy growth, stress frequency
  and mean duration
* the load shape overlay showing where in the day the amplification lands
* the diversity result stated on the page - EV alone, heat pumps alone, and
  the combined figure that is 29 points below their sum
* ADMD per device shown, so the assumptions are auditable from the interface",,DRG-11,Done,Done,High,divya.maram,sabitha.lingala,8,Sprint 39 (22 Jun - 03 Jul 2026),Dashboard,dashboard;simulation,2026-06-22 09:25:00,2026-07-10 16:00:00,2026-07-10 16:00:00,,2026-07-01 10:20:00;divya.maram;Putting the diversity number on the page rather than in a tooltip. It is the most defensible thing we have found and it is also the thing most likely to be lost if the page only shows the scary total.,"2026-07-10 15:55:00;geetha.nallamada;Accepted. A planner can now see the amplification, where in the day it lands, and the per-device assumptions behind it, in one view.",,
Story,DRG-105,10105,Model registry,"As the platform
I want every trained model recorded with its metrics and provenance
So that 'the current model' is a fact rather than a convention.

* versioned entries with metrics, training window, config and data hashes
* a pointer to the current production model
* history retained, so a regression can be compared against what it replaced",,DRG-12,Done,Done,Medium,devendranath.singam,sabitha.lingala,5,Sprint 40 (06 Jul - 17 Jul 2026),MLOps,mlops;registry,2026-07-06 09:20:00,2026-07-17 15:20:00,2026-07-17 15:20:00,,2026-07-16 10:30:00;devendranath.singam;Built on the DRG-63 metadata rather than inventing a second format. The registry is an index over artefacts that already describe themselves.,,,
Story,DRG-106,10106,Model promotion gate,"As the project
I want a model to have to earn promotion
So that a regression cannot reach the API by being the most recent thing
trained.

Gate criteria, all against the current production model on the same window:
* MAE no worse by more than a configured tolerance
* stress-alarm F1 no worse at all
* the feature spec matches what the serving path will supply
* the model beats the seasonal naive baseline - a floor, not a formality

A failed gate blocks promotion and reports which criterion failed.",,DRG-12,Done,Done,High,devendranath.singam,sabitha.lingala,8,Sprint 40 (06 Jul - 17 Jul 2026),MLOps,mlops;gate,2026-07-06 09:25:00,2026-07-24 15:50:00,2026-07-24 15:50:00,,"2026-07-08 10:20:00;geetha.nallamada;Stress F1 with no tolerance at all, unlike MAE. The whole platform exists to detect stress, and trading that away for average error is precisely the trade we must not make silently.",2026-07-20 11:30:00;neha.chauhan;Added the feature-spec check Neha raised in onboarding - the artefact declares its features and the gate asserts the serving path supplies exactly those. It caught a column ordering difference on the first run.,"2026-07-24 15:45:00;devendranath.singam;Gate live. And it blocked a promotion within a fortnight, which is the point - see DRG-107.",
Bug,DRG-107,10107,A retrained model improved MAE and got worse at stress,"Observed: a scheduled retrain produced a model with MAE 0.68 against the
incumbent's 0.70, and the promotion gate blocked it.

Diagnosis: not a defect in the model or the gate - the gate working. The new
model's stress-alarm F1 was 0.87 against the incumbent's 0.90. It had improved
on the quiet half-hours, which are the bulk of the data, and got worse at the
peaks, which are the point.

Cause: the extra training data included an unusually mild period, shifting the
model toward the middle of the distribution.

Outcome: promotion refused, incumbent retained, and the retrain window
adjusted to weight recent peak periods more heavily.",,DRG-12,Done,Done,High,geetha.nallamada,devendranath.singam,5,Sprint 41 (20 Jul - 31 Jul 2026),MLOps,mlops;gate,2026-07-27 10:20:00,2026-08-07 15:10:00,2026-08-07 15:10:00,,"2026-07-27 10:35:00;devendranath.singam;Filing this as a bug so the reasoning is recorded somewhere findable, though the system behaved correctly. Without the gate we would have shipped a better-looking model that was worse at the job.",2026-07-29 09:40:00;geetha.nallamada;This is the clearest possible justification for putting stress F1 in the gate with zero tolerance. A single headline metric would have promoted it and nobody would have noticed until an event was missed.,"2026-08-05 11:15:00;neha.chauhan;Adding a regression test that constructs exactly this case - better MAE, worse F1 - and asserts the gate refuses it. Otherwise a future refactor could relax the gate and nothing would catch it.",2026-08-07 15:05:00;geetha.nallamada;Retrain window reweighted and the next candidate passed on both. Keeping this ticket linked from the MLOps epic as the worked example.
Story,DRG-108,10108,SHAP explanation page,"Global drivers, drivers during stress, and per-forecast explanations for a
selected half-hour.

* contributions as shares, per DRG-95, so features are comparable
* the stress-period ranking shown next to the global one, since the
  comparison is the finding
* plain-language note that these are model attributions, not causes",,DRG-11,Done,Done,Medium,divya.maram,sabitha.lingala,5,Sprint 41 (20 Jul - 31 Jul 2026),Dashboard,dashboard;xai,2026-07-20 09:20:00,2026-07-31 15:30:00,2026-07-31 15:30:00,,2026-07-29 10:40:00;divya.maram;The attribution-not-causation note is on the page rather than in documentation. Someone will otherwise read 'lag_336 drives 39% of demand' as a statement about the world instead of about the model.,,,
Story,DRG-109,10109,Regression pack: data and features,"* 48 half-hours per household per UTC day, including across both clock changes
* no forward filling in aggregation; gaps propagate as nulls and are counted
* every fitted transform is fitted on train only - the standing rule from
  DRG-100, asserted per transform
* no feature correlates with the target above the leakage threshold
* two runs on the same seed produce identical processed artefacts",,DRG-17,Done,Done,Medium,neha.chauhan,sabitha.lingala,5,Sprint 40 (06 Jul - 17 Jul 2026),Quality,testing;data,2026-07-06 09:30:00,2026-07-24 16:10:00,2026-07-24 16:10:00,,"2026-07-14 10:20:00;neha.chauhan;The clock-change case is a fixture that spans both October and March, so the assertion is exercised rather than theoretical. It is cheap and it covers the defect that started this project's data quality work.",2026-07-24 16:05:00;divya.maram;Determinism assertion is the one I am most glad of. It is the property everything else quietly depends on.,,
Bug,DRG-110,10110,Dashboard served one neighbourhood's data under another's label,"Observed: switching neighbourhood in the sidebar updated the title and the
threshold line but not the demand series, until the page was reloaded.

Impact: a chart showing site A's demand labelled as site B. Visually plausible,
completely wrong, and the kind of thing that gets screenshotted into a
planning document.

Cause: the cached data loader was keyed on the date range only, so a
neighbourhood change was a cache hit.

Fix: every cache key includes the full selection. Plus a smoke test that
switches neighbourhood and asserts the rendered series changes.",,DRG-11,Done,Done,High,divya.maram,neha.chauhan,3,Sprint 41 (20 Jul - 31 Jul 2026),Dashboard,dashboard;silent,2026-07-21 11:15:00,2026-07-29 14:20:00,2026-07-29 14:20:00,,"2026-07-21 11:30:00;neha.chauhan;Found it by clicking through the sites in order and noticing the peak did not move. Two of the four sites have similar magnitudes, so on those it is genuinely undetectable by eye.","2026-07-23 09:45:00;divya.maram;A cache key missing part of its input, which is the same class of defect as the API missing its version field - the identity of the thing was incomplete.","2026-07-29 14:15:00;neha.chauhan;Fixed and covered. The smoke test asserts the data changes, not just that the page renders.",
Story,DRG-111,10111,Azure infrastructure as Bicep,"The full footprint as code: storage, container registry, key vault,
monitoring, Container Apps and an Azure ML workspace.

* module per concern, parameter file per environment
* no secrets in parameters - key vault references throughout
* managed identity between services rather than connection strings
* non-production scales to zero",,DRG-13,Done,Done,Medium,devendranath.singam,sabitha.lingala,13,Sprint 41 (20 Jul - 31 Jul 2026),Infrastructure,azure;bicep,2026-07-20 09:25:00,2026-08-14 15:40:00,2026-08-14 15:40:00,,"2026-07-30 10:30:00;devendranath.singam;Bicep over Terraform here specifically because of the ML workspace. The first-party templates for AML are simply better maintained, and this estate is entirely Azure so the portability argument does not apply.","2026-08-12 11:20:00;devendranath.singam;Managed identity throughout. No connection strings in configuration means no connection strings to leak, and it removes the rotation problem entirely.",2026-08-14 15:35:00;sabitha.lingala;Deploys clean into the non-production subscription. Recording in the RAID log that the shared environment risk from January is now closed.,
Story,DRG-112,10112,Azure ML training job,"Training runs as an AML job rather than on a laptop.

* environment definition pinned, job definition in the repository
* the same pipeline code as local - no separate cloud training path
* metrics and artefacts logged to the workspace and to the registry",,DRG-13,Done,Done,Medium,devendranath.singam,sabitha.lingala,8,Sprint 42 (03 Aug - 14 Aug 2026),Infrastructure,azure;aml,2026-08-03 09:20:00,2026-08-21 15:30:00,2026-08-21 15:30:00,,2026-08-19 10:40:00;devendranath.singam;Same code path locally and in AML. A separate cloud training script is how the two silently diverge and the cloud model stops matching what was validated.,,,
Story,DRG-113,10113,Managed online endpoint for scoring,"Serve the promoted model from an AML managed online endpoint.

* deployment and endpoint definitions in the repository
* only a model that passed the gate may be deployed
* scoring script shares the feature construction code with training
* endpoint verified against a known request and expected response before
  traffic is shifted",,DRG-13,In Progress,,Medium,devendranath.singam,sabitha.lingala,8,Sprint 43 (17 Aug - 28 Aug 2026),Infrastructure,azure;aml,2026-08-17 09:20:00,2026-08-17 09:20:00,,,2026-08-26 11:15:00;devendranath.singam;The scoring path shares feature construction with training rather than reimplementing it. Training-serving skew from two copies of the same logic is the classic way a deployed model quietly stops matching its evaluation.,2026-09-07 14:30:00;devendranath.singam;Endpoint deploys and scores. Verification script and the traffic-shift step are what remain.,,
Task,DRG-114,10114,Infrastructure cost pass,"Cost the environments and bring non-production down to a defensible level.

* Container Apps scaled to zero outside working hours
* AML compute on low-priority for training, deallocating when idle
* storage lifecycle rules to cool tier
* the estimate committed alongside the Bicep so a change that raises it is
  visible in the diff",,DRG-13,Done,Done,Medium,devendranath.singam,sabitha.lingala,3,Sprint 43 (17 Aug - 28 Aug 2026),Infrastructure,azure;cost,2026-08-17 09:25:00,2026-08-28 15:10:00,2026-08-28 15:10:00,,2026-08-20 10:20:00;devendranath.singam;The compute that was going to cost the most was AML idling. Low-priority with aggressive deallocation takes training cost down to something that is genuinely rounding error for a nightly job.,"2026-08-28 15:05:00;sabitha.lingala;Attached to the August stakeholder report. Non-production comes in under the threshold that would need a conversation, which is the practical test.",,
Task,DRG-115,10115,BA onboarding - Amit Shinde,"First week for the business analyst joining 24 August 2026.

* environment, repository and dashboard access
* walk through the proposal objectives and where each is answered in the code
* introductions to the network planning, sustainability and academic
  stakeholders
* deliverable: the gap between what the BRD promised and what exists",,DRG-18,Done,Done,Medium,amit.shinde,sabitha.lingala,3,Sprint 43 (17 Aug - 28 Aug 2026),Governance,onboarding,2026-08-24 09:30:00,2026-09-04 15:40:00,2026-09-04 15:40:00,,"2026-08-25 15:20:00;amit.shinde;Started with the objectives table in the README, which maps each proposal objective to the module that answers it. That is an unusually good front door - most projects make you infer that mapping.","2026-08-28 11:30:00;amit.shinde;Halfway through the stakeholder conversations. The recurring theme is not doubt about the numbers, it is that different groups want different cuts - planners want per-substation, sustainability wants carbon, the academic partner wants the method. One dashboard is currently trying to be all three.","2026-09-04 15:35:00;amit.shinde;Gap list done. Nine items: four already answered by something they had not seen, three genuine gaps, and two that are out of scope by design - power flow and adoption forecasting - which need saying clearly rather than being left open.",2026-09-04 16:00:00;geetha.nallamada;Those last two are exactly the non-goals from DRG-31. Good to have them confirmed as live stakeholder expectations rather than hypothetical ones.
Story,DRG-116,10116,Regression pack: models and stress,"* the model ladder runs and every model reports on the same window
* the naive baseline is present in every comparison
* stress thresholds are derived from the training window only
* stress events respect the minimum duration and gap-bridging rules
* a model that regresses on stress F1 fails the gate (the DRG-107 case)",,DRG-17,Done,Done,Medium,neha.chauhan,sabitha.lingala,5,Sprint 42 (03 Aug - 14 Aug 2026),Quality,testing;models,2026-08-03 09:30:00,2026-08-21 15:50:00,2026-08-21 15:50:00,,"2026-08-14 10:30:00;neha.chauhan;Asserting the baseline is present in the comparison, not just that it scores well. The failure mode is someone dropping it from the table for looking bad, and then no result is anchored to anything.",,,
Story,DRG-117,10117,Replay page,"The operational view: replay a historical window at accelerated speed with
live forecast, stress state and explanation updating as it advances.

* replay controls, speed, and a clear indication that this is replay of
  historical data rather than a live feed
* stress alarms surfaced as they would be to an operator",,DRG-11,Done,Done,Medium,divya.maram,sabitha.lingala,5,Sprint 42 (03 Aug - 14 Aug 2026),Dashboard,dashboard;streaming,2026-08-10 09:20:00,2026-08-28 15:20:00,2026-08-28 15:20:00,,2026-08-26 10:40:00;divya.maram;Labelling it as replay prominently. A convincing operational view of historical data is exactly the thing that gets mistaken for a live system in a demo.,,,
Story,DRG-118,10118,Business requirements refresh,"Bring the BRD in line with what was built, and separate what changed from
what was learned.

* each original requirement marked delivered, changed, or out of scope, with
  the reason
* the non-goals restated in business language, since two stakeholder groups
  are currently expecting them
* the findings that were not requirements - diversity, the recurrence of
  stress periods - added as delivered value",,DRG-18,In Progress,,Medium,amit.shinde,sabitha.lingala,5,Sprint 44 (31 Aug - 11 Sep 2026),Docs,ba;requirements,2026-08-31 09:20:00,2026-08-31 09:20:00,,,2026-09-03 10:30:00;amit.shinde;Most of this is not gap-filling. The document describes an ambition and the code has since answered it more precisely - the refresh is mostly replacing intentions with findings.,"2026-09-08 11:20:00;amit.shinde;Two thirds through. The diversity result is the clearest example: nobody asked for it, and it is arguably the most planning-relevant thing here.",,
Story,DRG-119,10119,Requirements traceability matrix,"Each requirement traced to the module that implements it, the artefact that
evidences it, the dashboard view that shows it and the test that covers it.

Gaps appear as empty cells rather than absent rows.",,DRG-18,In Progress,,Medium,amit.shinde,sabitha.lingala,5,Sprint 44 (31 Aug - 11 Sep 2026),Docs,ba;traceability,2026-08-31 09:25:00,2026-08-31 09:25:00,,,"2026-09-07 14:20:00;amit.shinde;Twenty-one of twenty-six requirements traced. Two have a dashboard view and no test, which Neha is picking up, and one has a test and no view - the sensitivity results are computed and reported but there is nowhere to look at them, which is DRG-122.",2026-09-08 09:50:00;neha.chauhan;Taking the two untested ones into the simulation pack this sprint.,,
Story,DRG-120,10120,Regression pack: simulation and scenarios,"The last uncovered stage, and the one carrying the headline finding.

* adoption sampling honours the requested rate within tolerance
* the combined peak is strictly below the sum of individual peaks - the
  DRG-80 assertion, as a permanent control
* ADMD per device stays inside the validated range for every scenario
* scenario output is deterministic for a given seed
* stress thresholds do not move between scenarios",,DRG-17,In Progress,,Medium,neha.chauhan,sabitha.lingala,8,Sprint 44 (31 Aug - 11 Sep 2026),Quality,testing;simulation,2026-08-31 09:30:00,2026-08-31 09:30:00,,,"2026-09-02 10:20:00;neha.chauhan;The combined-below-additive assertion is the one I care most about, because it encodes a physical fact rather than a coding expectation. If it ever fails, something real has changed.","2026-09-08 15:30:00;neha.chauhan;Sampling, determinism and threshold stability are in and passing. ADMD range checks are what remain.",,
Story,DRG-121,10121,UAT pack and stakeholder sign-off,"* scripted scenarios per stakeholder group in business language
* expected results derived from the requirements and the modelling notes, not
  from the current dashboard output
* a defect log with a defined route back into the backlog
* written sign-off per group, recorded against the traceability matrix",,DRG-17,To Do,,Medium,neha.chauhan,sabitha.lingala,5,Sprint 44 (31 Aug - 11 Sep 2026),Quality,uat;testing,2026-09-07 09:20:00,2026-09-07 09:20:00,,,"2026-09-08 15:45:00;neha.chauhan;Expected results come from the requirements rather than from what the dashboard currently shows. Deriving them from the dashboard tests that it agrees with itself, which it always will.",2026-09-08 16:00:00;amit.shinde;I will facilitate and take sign-offs into the matrix. Network planning first - they have the most at stake in the scenario numbers.,,
Story,DRG-122,10122,Sensitivity page,"Surface the sensitivity results, which are currently computed and reported to
artefacts but have nowhere to be seen.

* how stress frequency and duration move with each assumption
* the assumptions ranked by how much they matter
* the statement that adoption rate dominates, and that DRG does not forecast
  adoption",,DRG-11,To Do,,Medium,divya.maram,sabitha.lingala,5,Sprint 44 (31 Aug - 11 Sep 2026),Dashboard,dashboard;sensitivity,2026-09-07 09:25:00,2026-09-07 09:25:00,,,"2026-09-07 14:30:00;amit.shinde;Flagging this from the traceability work - the sensitivity requirement is delivered in code and invisible in the product, which is the one row with a test and no view.",,,
Story,DRG-123,10123,Scheduled retrain,"A scheduled AML job that retrains, evaluates and offers the model to the
promotion gate.

* runs on a schedule; promotion is never automatic, the gate decides
* a blocked promotion notifies rather than failing silently
* the incumbent stays serving until something better passes",,DRG-13,In Progress,,Medium,devendranath.singam,sabitha.lingala,5,Sprint 44 (31 Aug - 11 Sep 2026),Infrastructure,azure;mlops,2026-08-31 09:35:00,2026-08-31 09:35:00,,,"2026-09-04 11:20:00;devendranath.singam;Retrain is scheduled, promotion is gated. Automating the retrain is safe; automating the promotion would mean the DRG-107 model shipped itself at 3am.",,,
Task,DRG-124,10124,Monitoring and alerting with a named owner,"Application and model monitoring, routed to someone who is expected to act.

* endpoint availability and latency; job success and failure
* forecast error tracked against the evaluation baseline, so drift is visible
* deliberately blocked on agreeing an owner and a response expectation -
  routing to a rota that does not exist is worse than not alerting",,DRG-13,To Do,,Medium,devendranath.singam,sabitha.lingala,5,Sprint 44 (31 Aug - 11 Sep 2026),Infrastructure,azure;monitoring;blocked,2026-09-07 09:30:00,2026-09-07 09:30:00,,,"2026-09-07 09:50:00;devendranath.singam;The infrastructure creates the action group already. Nothing routes to it, and that is deliberate rather than unfinished.","2026-09-08 10:15:00;sabitha.lingala;This is an organisational decision, not a technical one, and it is on the October steering agenda. Recording it in the RAID log as the largest open operational gap.",,
Story,DRG-125,10125,Operator runbook panel,"What an operator should do when a stress alarm fires: what the alarm means,
what it does not mean, what to check, and where the number came from.

The alarm is only useful if the person receiving it knows what action it
implies. Written with the network planning group rather than for them.",,DRG-11,To Do,,Medium,geetha.nallamada,sabitha.lingala,5,Sprint 44 (31 Aug - 11 Sep 2026),Dashboard,dashboard;operations,2026-09-07 09:35:00,2026-09-07 09:35:00,,,"2026-09-08 11:50:00;geetha.nallamada;'What it does not mean' is the important half. A stress alarm is not a capacity breach, and an operator acting as though it were would be acting on a claim we have never made.",,,
Story,DRG-126,10126,Probabilistic forecasts with prediction intervals,"Move from point forecasts to quantiles, so a planner sees the range rather
than a single number.

Why it has waited: the point forecast had to be trustworthy first, and the
stress framing is currently binary. Intervals change what the alarm means and
that is a stakeholder conversation, not just a modelling change.

Trigger: the first time someone asks how confident the forecast is - which
has now happened twice.",,DRG-4,To Do,,Medium,geetha.nallamada,sabitha.lingala,13,,Models,backlog;modelling,2026-05-18 10:20:00,2026-05-18 10:20:00,,,"2026-05-18 10:35:00;geetha.nallamada;Raising it at the point of deciding not to do it, with the trigger written down.",2026-09-08 10:40:00;amit.shinde;Asked twice in my stakeholder conversations. Moving it up the backlog for the October planning.,,
Story,DRG-127,10127,Network topology and power flow integration,"Integrate real network topology and transformer ratings, so stress can be
expressed against actual capacity rather than statistically.

Why it has waited: it is the stated non-goal of the current system, and it
needs DNO asset data we do not have and may not be able to obtain.

What it would unlock: 'this feeder exceeds its rating' rather than 'this
neighbourhood is above its own P95'. A different and stronger claim.

This is a data access negotiation before it is an engineering task.",,DRG-5,To Do,,Medium,sabitha.lingala,sabitha.lingala,13,,Stress,backlog;scope,2026-02-24 10:30:00,2026-02-24 10:30:00,,,"2026-02-24 10:45:00;sabitha.lingala;Recording it as a backlog item rather than leaving it as a non-goal only, so the boundary is visible as a choice with a route past it rather than as a permanent limitation.","2026-09-04 16:10:00;amit.shinde;Two stakeholder groups expect this. Worth being explicit with them that it is out of scope by design today, and what it would take.",,
Story,DRG-128,10128,Scale beyond four neighbourhoods,"Generalise from four calibrated neighbourhoods to an arbitrary set.

Why it has waited: four sites are enough to demonstrate the method and small
enough to reason about. Scaling changes the training strategy - one shared
model may not hold across a hundred heterogeneous sites.

Trigger: a partner supplying data for more sites.",,DRG-4,To Do,,Medium,geetha.nallamada,sabitha.lingala,13,,Models,backlog;scale,2026-06-08 10:15:00,2026-06-08 10:15:00,,,"2026-06-08 10:30:00;geetha.nallamada;The shared-model finding from DRG-59 was tested on four sites. It is not safe to assume it holds at a hundred, and that is the first thing to check rather than the last.",,,
Story,DRG-129,10129,Drift detection on the live feed,"Detect data that is structurally valid and quietly different: a meter
population change, a shift in the demand distribution, weather data that
stops updating.

Why it has waited: the quality checks catch broken data; drift needs a
baseline history to compare against, and the deployed system has only just
started producing one.",,DRG-12,To Do,,Medium,neha.chauhan,sabitha.lingala,8,,Quality,backlog;monitoring,2026-08-11 11:20:00,2026-08-11 11:20:00,,,2026-08-11 11:35:00;neha.chauhan;Raising it now so the run history is retained in a shape that makes it possible later. Discovering in six months that we discarded the baseline would be annoying.,,,
Story,DRG-130,10130,Shadow deployment for candidate models,"Run a candidate model alongside the incumbent on live traffic, comparing
predictions without serving them.

Why it has waited: the gate compares on a held-out window, which is adequate
while there is one endpoint and a nightly retrain. Shadow evaluation earns its
place when a candidate passes the gate and we still want evidence before
switching.

Related: DRG-107 is exactly the case where shadow evidence would have been
informative.",,DRG-12,To Do,,Medium,devendranath.singam,sabitha.lingala,8,,MLOps,backlog;mlops,2026-08-07 15:20:00,2026-08-07 15:20:00,,,2026-08-07 15:30:00;devendranath.singam;Raised off the back of the blocked promotion. The gate made the right call on the evidence it had; shadow traffic would have told us whether it was right in production too.,,,
